字	词频=出现次数*100/总字数
恒	0.007103644911428867
裂	0.007064613895432005
骊	0.007064613895432005
迤	0.007064613895432005
翳	0.007064613895432005
烹	0.007064613895432005
躬	0.007064613895432005
算	0.0070255828794351435
敷	0.0070255828794351435
域	0.0070255828794351435
辙	0.0070255828794351435
恭	0.0070255828794351435
涂	0.0070255828794351435
组	0.0069865518634382815
迸	0.0069865518634382815
柯	0.0069865518634382815
务	0.0069865518634382815
品	0.0069865518634382815
申	0.0069475208474414196
廷	0.0069475208474414196
澜	0.0069475208474414196
冕	0.0069475208474414196
屯	0.0069475208474414196
髻	0.0069475208474414196
冈	0.0069475208474414196
录	0.006908489831444558
蹋	0.006908489831444558
铅	0.006908489831444558
颂	0.006869458815447696
蚁	0.006869458815447696
寇	0.006869458815447696
梢	0.006830427799450834
瓜	0.006830427799450834
苟	0.006830427799450834
煎	0.006830427799450834
邪	0.006830427799450834
臂	0.006830427799450834
蹇	0.006830427799450834
亚	0.006830427799450834
厨	0.006830427799450834
混	0.006791396783453972
栋	0.006791396783453972
坏	0.006791396783453972
噪	0.006791396783453972
牖	0.006791396783453972
救	0.006791396783453972
效	0.006791396783453972
蕃	0.006791396783453972
胆	0.006791396783453972
夭	0.00675236576745711
顿	0.00675236576745711
貂	0.00675236576745711
匡	0.00675236576745711
篁	0.00675236576745711
霸	0.006713334751460248
特	0.006713334751460248
肩	0.006713334751460248
豁	0.006674303735463386
震	0.006674303735463386
蔼	0.006674303735463386
线	0.006674303735463386
崩	0.006674303735463386
充	0.006674303735463386
蓝	0.006674303735463386
悔	0.006635272719466524
范	0.006635272719466524
缄	0.006635272719466524
帽	0.006635272719466524
莓	0.006635272719466524
檀	0.006596241703469662
蔬	0.006596241703469662
肌	0.006596241703469662
贡	0.006596241703469662
羌	0.006596241703469662
付	0.006596241703469662
鼙	0.006596241703469662
匪	0.0065572106874728
优	0.0065572106874728
浆	0.0065572106874728
骏	0.0065572106874728
碍	0.0065572106874728
笺	0.0065572106874728
峻	0.0065572106874728
谣	0.006518179671475938
筹	0.006518179671475938
惬	0.006518179671475938
熏	0.006518179671475938
犀	0.006518179671475938
刃	0.006518179671475938
婵	0.006518179671475938
眺	0.006479148655479076
鹏	0.006479148655479076
箧	0.006440117639482214
沽	0.006440117639482214
扃	0.006440117639482214
禾	0.006440117639482214
棱	0.006440117639482214
拨	0.006401086623485353
薇	0.006401086623485353
局	0.006401086623485353
狎	0.006362055607488491
截	0.006362055607488491
污	0.006362055607488491
疆	0.006362055607488491
缠	0.006362055607488491
仞	0.006362055607488491
费	0.006362055607488491
俄	0.006362055607488491
叔	0.006323024591491629
涩	0.006323024591491629
惯	0.006323024591491629
芽	0.006323024591491629
葱	0.006323024591491629
蟠	0.006323024591491629
藜	0.006283993575494767
溜	0.006283993575494767
式	0.006283993575494767
劫	0.006283993575494767
趁	0.006244962559497905
泻	0.006244962559497905
屿	0.006244962559497905
霖	0.006205931543501043
筝	0.006205931543501043
突	0.006205931543501043
帛	0.006205931543501043
纳	0.006205931543501043
靡	0.006205931543501043
萼	0.006166900527504181
涵	0.006166900527504181
获	0.006166900527504181
灶	0.006166900527504181
扣	0.006166900527504181
銮	0.006166900527504181
逶	0.006166900527504181
贯	0.006166900527504181
漱	0.006166900527504181
沿	0.006127869511507319
藩	0.006127869511507319
循	0.006127869511507319
鹄	0.006127869511507319
朵	0.006127869511507319
俨	0.006127869511507319
徽	0.006127869511507319
墓	0.006088838495510457
痛	0.006088838495510457
倏	0.006088838495510457
犯	0.006088838495510457
榭	0.006088838495510457
臾	0.006049807479513595
牡	0.006049807479513595
锄	0.006049807479513595
盗	0.006049807479513595
践	0.006049807479513595
揖	0.0060107764635167335
锵	0.0060107764635167335
樱	0.0060107764635167335
熊	0.0060107764635167335
徘	0.0060107764635167335
钧	0.0060107764635167335
沐	0.0060107764635167335
茗	0.0060107764635167335
斩	0.0060107764635167335
像	0.0060107764635167335
溢	0.0060107764635167335
煌	0.0060107764635167335
雍	0.0059717454475198715
汾	0.0059717454475198715
奠	0.0059717454475198715
诵	0.0059717454475198715
讶	0.0059717454475198715
惧	0.0059717454475198715
谬	0.0059717454475198715
峭	0.0059717454475198715
纡	0.0059717454475198715
葭	0.0059327144315230096
油	0.0059327144315230096
薪	0.0059327144315230096
寡	0.0059327144315230096
痴	0.0059327144315230096
砚	0.005893683415526148
米	0.005893683415526148
曛	0.005893683415526148
示	0.005893683415526148
衲	0.005893683415526148
释	0.005893683415526148
基	0.005893683415526148
札	0.005854652399529286
霰	0.005854652399529286
筋	0.005854652399529286
仓	0.005854652399529286
婴	0.005854652399529286
剧	0.005854652399529286
构	0.005854652399529286
瓮	0.005815621383532424
勇	0.005815621383532424
洽	0.005815621383532424
豆	0.005815621383532424
啭	0.005815621383532424
骥	0.005815621383532424
峦	0.005815621383532424
逆	0.005776590367535562
荧	0.005776590367535562
翦	0.005776590367535562
豹	0.005776590367535562
蕉	0.005776590367535562
按	0.005737559351538701
摩	0.005737559351538701
耶	0.005737559351538701
阅	0.005737559351538701
煮	0.005737559351538701
捣	0.005737559351538701
抵	0.005737559351538701
悦	0.005698528335541839
轴	0.005698528335541839
慎	0.005698528335541839
翘	0.005698528335541839
籁	0.005698528335541839
旄	0.005698528335541839
遽	0.005659497319544977
浔	0.005659497319544977
飖	0.005659497319544977
褐	0.005659497319544977
珑	0.005659497319544977
芬	0.005659497319544977
滟	0.005659497319544977
筠	0.005659497319544977
秩	0.005659497319544977
凶	0.005659497319544977
鳌	0.005620466303548115
莽	0.005620466303548115
绡	0.005620466303548115
樯	0.005620466303548115
怆	0.005620466303548115
醪	0.005620466303548115
吉	0.005620466303548115
蛩	0.005620466303548115
附	0.005581435287551253
麋	0.005581435287551253
饵	0.005581435287551253
粗	0.005581435287551253
峤	0.005581435287551253
廓	0.005542404271554391
椒	0.005542404271554391
黎	0.005542404271554391
屐	0.005542404271554391
灼	0.005542404271554391
蔡	0.005542404271554391
削	0.005542404271554391
窈	0.005542404271554391
贮	0.005542404271554391
俦	0.005542404271554391
焦	0.005542404271554391
仿	0.005542404271554391
湛	0.005503373255557529
膺	0.005503373255557529
腻	0.005503373255557529
畦	0.005503373255557529
拍	0.005503373255557529
辔	0.005503373255557529
患	0.005464342239560667
猜	0.005464342239560667
盐	0.005464342239560667
琅	0.005464342239560667
缝	0.005464342239560667
铭	0.005464342239560667
饰	0.005425311223563805
膝	0.005425311223563805
甫	0.005425311223563805
溅	0.005425311223563805
粲	0.005425311223563805
帏	0.005425311223563805
豫	0.005425311223563805
漳	0.005386280207566943
麾	0.005386280207566943
蹑	0.005386280207566943
曰	0.005386280207566943
浣	0.005386280207566943
艺	0.005386280207566943
湾	0.005386280207566943
顽	0.005386280207566943
羲	0.005347249191570081
斧	0.005347249191570081
苇	0.005347249191570081
栗	0.005347249191570081
恼	0.005347249191570081
蜡	0.005347249191570081
穹	0.005347249191570081
芒	0.005308218175573219
俊	0.005308218175573219
茸	0.005308218175573219
榴	0.005308218175573219
艇	0.005308218175573219
幢	0.005269187159576357
僮	0.005269187159576357
乏	0.005269187159576357
测	0.005269187159576357
啾	0.005269187159576357
捐	0.005230156143579495
络	0.005230156143579495
饯	0.005230156143579495
拘	0.005230156143579495
匝	0.005230156143579495
龄	0.005230156143579495
段	0.005191125127582633
旱	0.005191125127582633
鹓	0.005191125127582633
劲	0.005191125127582633
脂	0.005191125127582633
卓	0.005191125127582633
匀	0.005191125127582633
仑	0.005191125127582633
楹	0.005152094111585771
杵	0.005152094111585771
窕	0.005152094111585771
窦	0.005113063095588909
淅	0.005113063095588909
填	0.005113063095588909
玲	0.005113063095588909
缥	0.005113063095588909
韦	0.005113063095588909
麝	0.005113063095588909
稼	0.005074032079592048
睿	0.005074032079592048
夙	0.005074032079592048
割	0.005074032079592048
剡	0.005074032079592048
隈	0.005035001063595186
沃	0.005035001063595186
沥	0.005035001063595186
丑	0.005035001063595186
墟	0.005035001063595186
跳	0.005035001063595186
弯	0.005035001063595186
款	0.005035001063595186
壤	0.004995970047598324
黯	0.004995970047598324
尹	0.004995970047598324
宪	0.004995970047598324
葵	0.004995970047598324
蠹	0.004995970047598324
曜	0.004995970047598324
岘	0.004995970047598324
缭	0.004995970047598324
鲤	0.004995970047598324
互	0.004956939031601462
熙	0.004956939031601462
褰	0.004956939031601462
害	0.004956939031601462
甸	0.004956939031601462
畴	0.004956939031601462
幡	0.004956939031601462
税	0.004956939031601462
暄	0.004956939031601462
阖	0.004956939031601462
涌	0.0049179080156046
矶	0.0049179080156046
蹙	0.0049179080156046
鸪	0.0049179080156046
鹧	0.0049179080156046
隙	0.0049179080156046
髯	0.0049179080156046
邈	0.0049179080156046
咫	0.0049179080156046
兆	0.0048788769996077385
灌	0.0048788769996077385
彤	0.0048788769996077385
配	0.0048788769996077385
柘	0.0048788769996077385
柄	0.0048788769996077385
湍	0.0048788769996077385
哲	0.0048788769996077385
援	0.0048788769996077385
检	0.0048398459836108765
治	0.0048398459836108765
舂	0.0048398459836108765
陟	0.0048398459836108765
幌	0.0048398459836108765
藕	0.0048398459836108765
阊	0.0048398459836108765
坞	0.0048398459836108765
榛	0.0048398459836108765
贻	0.0048398459836108765
愤	0.0048398459836108765
槿	0.0048398459836108765
诛	0.0048398459836108765
怡	0.0048008149676140146
匠	0.0048008149676140146
蹊	0.0048008149676140146
预	0.0048008149676140146
卮	0.0048008149676140146
刑	0.0048008149676140146
迫	0.0048008149676140146
谐	0.004761783951617153
虬	0.004761783951617153
霍	0.004761783951617153
祭	0.004761783951617153
嵬	0.004761783951617153
俎	0.004761783951617153
蹰	0.004761783951617153
瓢	0.004761783951617153
倘	0.004761783951617153
骸	0.004761783951617153
囚	0.004761783951617153
颍	0.004722752935620291
稷	0.004722752935620291
瑚	0.004722752935620291
雌	0.004722752935620291
铸	0.004722752935620291
窃	0.004722752935620291
栈	0.004722752935620291
萸	0.004722752935620291
髭	0.004722752935620291
鄙	0.004683721919623429
渌	0.004683721919623429
粒	0.004683721919623429
憎	0.004683721919623429
冯	0.004683721919623429
样	0.004683721919623429
矫	0.004683721919623429
昧	0.004644690903626567
店	0.004644690903626567
享	0.004644690903626567
淫	0.004644690903626567
荫	0.004644690903626567
遁	0.004644690903626567
勉	0.004644690903626567
恻	0.004605659887629705
吁	0.004605659887629705
板	0.004605659887629705
灾	0.004605659887629705
骖	0.004605659887629705
酸	0.004605659887629705
俸	0.004605659887629705
谙	0.004605659887629705
拭	0.004605659887629705
鹅	0.004605659887629705
茵	0.004566628871632843
畅	0.004566628871632843
寓	0.004566628871632843
冀	0.004566628871632843
珪	0.004566628871632843
闷	0.004566628871632843
掉	0.004566628871632843
铃	0.004527597855635981
窄	0.004527597855635981
谅	0.004527597855635981
暴	0.004488566839639119
珂	0.004488566839639119
娘	0.004488566839639119
弘	0.004488566839639119
医	0.004488566839639119
惑	0.004488566839639119
肤	0.004488566839639119
驯	0.004449535823642257
晶	0.004449535823642257
躅	0.004449535823642257
肝	0.004449535823642257
濑	0.004449535823642257
忌	0.004449535823642257
侠	0.004449535823642257
率	0.004449535823642257
搔	0.004449535823642257
荔	0.004449535823642257
缅	0.004449535823642257
纹	0.004410504807645395
拳	0.004410504807645395
昂	0.004410504807645395
剩	0.004410504807645395
圭	0.004410504807645395
刚	0.004410504807645395
渊	0.004410504807645395
烬	0.004410504807645395
奸	0.004410504807645395
娃	0.004371473791648534
稠	0.004371473791648534
箔	0.004371473791648534
垄	0.004371473791648534
隼	0.004371473791648534
踟	0.004371473791648534
坼	0.004371473791648534
辍	0.004371473791648534
竭	0.004371473791648534
辅	0.004371473791648534
胧	0.004332442775651672
警	0.004332442775651672
诀	0.004332442775651672
磴	0.004332442775651672
恃	0.004332442775651672
拱	0.004332442775651672
冒	0.004332442775651672
吕	0.00429341175965481
爵	0.00429341175965481
肆	0.00429341175965481
狱	0.00429341175965481
快	0.00429341175965481
驷	0.00429341175965481
伸	0.00429341175965481
涤	0.00429341175965481
螭	0.004254380743657948
针	0.004254380743657948
考	0.004254380743657948
溶	0.004254380743657948
耽	0.004254380743657948
厥	0.004254380743657948
讨	0.004215349727661086
播	0.004215349727661086
叨	0.004215349727661086
骤	0.004215349727661086
旒	0.004215349727661086
滔	0.004215349727661086
丸	0.004215349727661086
嚣	0.004215349727661086
蓟	0.004215349727661086
旭	0.004215349727661086
派	0.004176318711664224
祚	0.004176318711664224
箸	0.004176318711664224
盆	0.004176318711664224
坊	0.004176318711664224
麒	0.004176318711664224
磷	0.004176318711664224
亏	0.004176318711664224
飕	0.004176318711664224
漆	0.004176318711664224
擎	0.004176318711664224
猷	0.004176318711664224
球	0.004176318711664224
翛	0.004176318711664224
檄	0.004137287695667362
蝇	0.004137287695667362
俭	0.004137287695667362
鼻	0.004137287695667362
芸	0.0040982566796705
额	0.0040982566796705
蓑	0.0040982566796705
介	0.0040982566796705
拆	0.0040982566796705
毂	0.0040982566796705
躯	0.0040982566796705
湄	0.0040982566796705
傥	0.0040982566796705
琶	0.0040982566796705
琵	0.0040982566796705
奋	0.0040982566796705
庸	0.0040982566796705
膻	0.0040982566796705
斟	0.004059225663673638
唳	0.004059225663673638
蛰	0.004059225663673638
涟	0.004059225663673638
偈	0.004059225663673638
杪	0.004059225663673638
恰	0.004059225663673638
储	0.004059225663673638
绽	0.004059225663673638
挑	0.004059225663673638
贝	0.004020194647676776
瓯	0.004020194647676776
骋	0.004020194647676776
撼	0.004020194647676776
荻	0.004020194647676776
豺	0.004020194647676776
诉	0.004020194647676776
嗣	0.004020194647676776
遵	0.004020194647676776
巍	0.004020194647676776
蠡	0.004020194647676776
蓼	0.003981163631679914
屑	0.003981163631679914
簿	0.003981163631679914
赞	0.003981163631679914
陷	0.003981163631679914
飏	0.003981163631679914
慨	0.003981163631679914
涓	0.003981163631679914
廉	0.003981163631679914
鲈	0.003981163631679914
聪	0.003942132615683052
跻	0.003942132615683052
沸	0.003942132615683052
巅	0.003942132615683052
斫	0.003942132615683052
包	0.003942132615683052
罍	0.003942132615683052
芊	0.003942132615683052
陋	0.003942132615683052
婿	0.003942132615683052
朴	0.003942132615683052
坂	0.003942132615683052
峥	0.0039031015996861904
择	0.0039031015996861904
嵇	0.0039031015996861904
仕	0.0039031015996861904
衮	0.0039031015996861904
吃	0.0039031015996861904
述	0.0039031015996861904
箱	0.003864070583689329
毁	0.003864070583689329
迈	0.003864070583689329
喻	0.003864070583689329
刹	0.003864070583689329
轧	0.003864070583689329
产	0.003864070583689329
玳	0.003864070583689329
坡	0.003864070583689329
菜	0.003825039567692467
舸	0.003825039567692467
爪	0.003825039567692467
枪	0.003825039567692467
蕤	0.003825039567692467
尸	0.003825039567692467
跨	0.003825039567692467
遑	0.003825039567692467
羹	0.003825039567692467
谗	0.003786008551695605
枢	0.003786008551695605
唇	0.003786008551695605
胶	0.003786008551695605
跸	0.003786008551695605
讴	0.003786008551695605
婉	0.003786008551695605
胥	0.003786008551695605
衙	0.003786008551695605
姚	0.003786008551695605
猩	0.003786008551695605
璃	0.003746977535698743
菰	0.003746977535698743
幂	0.003746977535698743
嵘	0.003746977535698743
蒹	0.003746977535698743
粮	0.003746977535698743
裹	0.003746977535698743
堞	0.003746977535698743
徼	0.003746977535698743
骝	0.003746977535698743
憩	0.003746977535698743
垆	0.003746977535698743
僚	0.003746977535698743
褒	0.003707946519701881
宙	0.003707946519701881
篆	0.003707946519701881
盏	0.003707946519701881
颐	0.003707946519701881
疮	0.003707946519701881
缩	0.003707946519701881
判	0.003707946519701881
淑	0.003707946519701881
攻	0.003707946519701881
樊	0.003668915503705019
妄	0.003668915503705019
冶	0.003668915503705019
敞	0.003668915503705019
纲	0.003668915503705019
杰	0.003668915503705019
缈	0.003668915503705019
幄	0.003668915503705019
莹	0.003668915503705019
骇	0.003668915503705019
彦	0.003629884487708157
鸭	0.003629884487708157
挹	0.003629884487708157
雠	0.003629884487708157
茱	0.003629884487708157
琉	0.003590853471711295
控	0.003590853471711295
狖	0.003590853471711295
颈	0.003590853471711295
叩	0.003590853471711295
隆	0.003590853471711295
胎	0.003590853471711295
梭	0.003590853471711295
鸱	0.003590853471711295
眸	0.003590853471711295
鹃	0.003590853471711295
於	0.0035518224557144337
撩	0.0035518224557144337
仇	0.0035518224557144337
奢	0.0035518224557144337
祈	0.0035518224557144337
捷	0.0035518224557144337
炙	0.0035518224557144337
幼	0.0035127914397175717
轸	0.0035127914397175717
亮	0.0035127914397175717
粱	0.0035127914397175717
摆	0.0035127914397175717
绂	0.0035127914397175717
嚬	0.0035127914397175717
欠	0.0035127914397175717
凛	0.0035127914397175717
吠	0.0035127914397175717
濡	0.0035127914397175717
殁	0.0035127914397175717
徂	0.0035127914397175717
坎	0.0034737604237207098
镂	0.0034737604237207098
奕	0.0034737604237207098
谟	0.0034737604237207098
芰	0.0034737604237207098
箓	0.0034737604237207098
敦	0.0034737604237207098
犊	0.0034737604237207098
监	0.0034737604237207098
讼	0.003434729407723848
龛	0.003434729407723848
醴	0.003434729407723848
馥	0.003434729407723848
婆	0.003434729407723848
鸢	0.003434729407723848
弊	0.003434729407723848
陛	0.003434729407723848
亿	0.003434729407723848
魅	0.003434729407723848
淳	0.003434729407723848
祇	0.003434729407723848
恸	0.003395698391726986
魔	0.003395698391726986
袭	0.003395698391726986
淼	0.003395698391726986
替	0.003395698391726986
闽	0.003395698391726986
财	0.003395698391726986
碗	0.003395698391726986
玕	0.003395698391726986
虔	0.003395698391726986
铿	0.003356667375730124
髓	0.003356667375730124
筐	0.003356667375730124
挽	0.003356667375730124
笠	0.003356667375730124
畿	0.003356667375730124
菡	0.003356667375730124
裛	0.003356667375730124
缚	0.003356667375730124
航	0.003356667375730124
逡	0.003356667375730124
劚	0.003356667375730124
显	0.003356667375730124
彰	0.003356667375730124
萏	0.003356667375730124
瑕	0.003356667375730124
渥	0.003356667375730124
琢	0.003356667375730124
辜	0.003356667375730124
鹢	0.003356667375730124
浙	0.003317636359733262
钺	0.003317636359733262
据	0.003317636359733262
邹	0.003317636359733262
窜	0.003317636359733262
诺	0.003317636359733262
翎	0.003317636359733262
栊	0.003317636359733262
项	0.003317636359733262
挟	0.003317636359733262
揭	0.0032786053437364
吼	0.0032786053437364
徇	0.0032786053437364
苞	0.0032786053437364
克	0.0032786053437364
窅	0.003239574327739538
俟	0.003239574327739538
帖	0.003239574327739538
炊	0.003239574327739538
浇	0.003239574327739538
肺	0.003239574327739538
闪	0.003239574327739538
毡	0.003239574327739538
邯	0.003239574327739538
揽	0.003239574327739538
褭	0.003239574327739538
伍	0.003239574327739538
郸	0.0032005433117426765
甃	0.0032005433117426765
缆	0.0032005433117426765
缁	0.0032005433117426765
黔	0.0032005433117426765
旃	0.0032005433117426765
婚	0.0032005433117426765
闹	0.0032005433117426765
沓	0.0032005433117426765
邛	0.0032005433117426765
徵	0.0032005433117426765
钵	0.0032005433117426765
嵯	0.0032005433117426765
拖	0.0031615122957458146
筇	0.0031615122957458146
鲍	0.0031615122957458146
忻	0.0031615122957458146
苒	0.0031615122957458146
驺	0.0031615122957458146
狗	0.0031615122957458146
咨	0.0031615122957458146
陀	0.0031615122957458146
屠	0.0031615122957458146
侬	0.0031224812797489526
擢	0.0031224812797489526
襦	0.0031224812797489526
舫	0.0031224812797489526
腕	0.0031224812797489526
隳	0.0031224812797489526
觜	0.0031224812797489526
尼	0.0031224812797489526
沫	0.0031224812797489526
秾	0.0031224812797489526
衷	0.0030834502637520906
醺	0.0030834502637520906
狭	0.0030834502637520906
巘	0.0030834502637520906
邸	0.0030834502637520906
蛙	0.0030834502637520906
滥	0.0030834502637520906
穗	0.0030834502637520906
袁	0.0030834502637520906
膳	0.0030834502637520906
训	0.0030834502637520906
曈	0.0030444192477552287
窠	0.0030444192477552287
敕	0.0030444192477552287
湓	0.0030444192477552287
扈	0.0030444192477552287
阜	0.0030444192477552287
掇	0.0030444192477552287
爰	0.0030444192477552287
叙	0.0030053882317583667
惮	0.0030053882317583667
些	0.0030053882317583667
喉	0.0030053882317583667
刍	0.0030053882317583667
阗	0.0030053882317583667
担	0.0029663572157615048
铄	0.0029663572157615048
荀	0.0029663572157615048
番	0.0029663572157615048
巉	0.0029663572157615048
蕴	0.0029663572157615048
驹	0.0029663572157615048
悉	0.0029663572157615048
汴	0.0029663572157615048
给	0.0029663572157615048
邺	0.0029663572157615048
箕	0.0029663572157615048
蒂	0.0029663572157615048
凯	0.002927326199764643
朦	0.002927326199764643
枣	0.002927326199764643
鹂	0.002927326199764643
桧	0.002927326199764643
纨	0.002927326199764643
钦	0.002927326199764643
韬	0.002927326199764643
茨	0.002927326199764643
迩	0.002927326199764643
袜	0.002927326199764643
蛛	0.002927326199764643
饿	0.002927326199764643
倡	0.002927326199764643
黏	0.002888295183767781
卉	0.002888295183767781
创	0.002888295183767781
竺	0.002888295183767781
潦	0.002888295183767781
验	0.002888295183767781
帙	0.002888295183767781
幅	0.002888295183767781
夔	0.002888295183767781
芭	0.0028492641677709193
倩	0.0028492641677709193
熳	0.0028492641677709193
阡	0.0028492641677709193
梗	0.0028492641677709193
炭	0.0028492641677709193
嗔	0.0028492641677709193
匆	0.0028492641677709193
閟	0.0028492641677709193
焕	0.0028492641677709193
革	0.0028492641677709193
桓	0.0028492641677709193
驴	0.0028492641677709193
剖	0.0028102331517740574
泓	0.0028102331517740574
婢	0.0028102331517740574
垢	0.0028102331517740574
瑁	0.0027712021357771954
誉	0.0027712021357771954
颦	0.0027712021357771954
盼	0.0027712021357771954
珰	0.0027712021357771954
豸	0.0027712021357771954
鲛	0.0027712021357771954
党	0.0027712021357771954
抑	0.0027712021357771954
萱	0.0027712021357771954
岖	0.0027712021357771954
恬	0.0027712021357771954
觥	0.0027712021357771954
瑰	0.0027712021357771954
扪	0.0027712021357771954
矛	0.0027712021357771954
舄	0.0027712021357771954
研	0.0027712021357771954
肘	0.0027712021357771954
擘	0.0027321711197803335
濆	0.0027321711197803335
駸	0.0027321711197803335
擅	0.0027321711197803335
酝	0.0027321711197803335
邙	0.0027321711197803335
杼	0.0027321711197803335
眄	0.0027321711197803335
帅	0.0027321711197803335
佞	0.0027321711197803335
册	0.0027321711197803335
虾	0.0027321711197803335
泗	0.0027321711197803335
擒	0.0027321711197803335
鼍	0.0027321711197803335
绩	0.0026931401037834715
绅	0.0026931401037834715
脆	0.0026931401037834715
禋	0.0026931401037834715
溯	0.0026931401037834715
责	0.0026931401037834715
溺	0.0026931401037834715
辘	0.0026931401037834715
股	0.0026541090877866096
菌	0.0026541090877866096
阆	0.0026541090877866096
梓	0.0026541090877866096
曝	0.0026541090877866096
臆	0.0026541090877866096
慷	0.0026541090877866096
掾	0.0026541090877866096
董	0.0026541090877866096
薛	0.0026541090877866096
筱	0.0026541090877866096
戛	0.0026541090877866096
哑	0.0026150780717897476
腐	0.0026150780717897476
掣	0.0026150780717897476
涸	0.0026150780717897476
泾	0.0026150780717897476
嗤	0.0026150780717897476
淋	0.0026150780717897476
嬴	0.0026150780717897476
洋	0.0026150780717897476
轳	0.0026150780717897476
竖	0.0026150780717897476
匈	0.0025760470557928856
嘲	0.0025760470557928856
閤	0.0025760470557928856
幔	0.0025760470557928856
蜜	0.0025760470557928856
蹈	0.0025760470557928856
粘	0.0025760470557928856
戢	0.0025760470557928856
幻	0.0025760470557928856
杭	0.0025760470557928856
邮	0.0025760470557928856
崎	0.0025760470557928856
赢	0.0025760470557928856
鬣	0.0025760470557928856
恍	0.0025760470557928856
拄	0.002537016039796024
遨	0.002537016039796024
奚	0.002537016039796024
茧	0.002537016039796024
挈	0.002537016039796024
潸	0.002537016039796024
庵	0.002537016039796024
乙	0.002537016039796024
鲙	0.002537016039796024
薤	0.002537016039796024
员	0.002537016039796024
伶	0.002537016039796024
吸	0.002537016039796024
驼	0.002537016039796024
祷	0.002537016039796024
嫖	0.002537016039796024
碣	0.002537016039796024
麹	0.002537016039796024
裔	0.002537016039796024
蕖	0.002537016039796024
岷	0.002537016039796024
枥	0.002497985023799162
颗	0.002497985023799162
蟀	0.002497985023799162
嬉	0.002497985023799162
漪	0.002497985023799162
嘘	0.002497985023799162
墅	0.002497985023799162
榼	0.002497985023799162
剥	0.002497985023799162
抟	0.002497985023799162
枚	0.002497985023799162
耐	0.002497985023799162
扆	0.002497985023799162
蟋	0.002497985023799162
堑	0.002497985023799162
鸠	0.002497985023799162
嗜	0.002497985023799162
辄	0.0024589540078023
炷	0.0024589540078023
癖	0.0024589540078023
厦	0.0024589540078023
蕨	0.0024589540078023
磊	0.0024589540078023
艾	0.0024589540078023
酿	0.0024589540078023
颁	0.0024589540078023
欻	0.0024589540078023
脑	0.0024589540078023
队	0.0024589540078023
唧	0.0024589540078023
缑	0.0024589540078023
禀	0.0024589540078023
颔	0.0024589540078023
庇	0.0024589540078023
努	0.0024199229918054383
骧	0.0024199229918054383
察	0.0024199229918054383
耆	0.0024199229918054383
葳	0.0024199229918054383
孺	0.0024199229918054383
曷	0.0024199229918054383
祗	0.0024199229918054383
逞	0.0024199229918054383
槁	0.0024199229918054383
醆	0.0024199229918054383
诣	0.0024199229918054383
娑	0.0024199229918054383
叱	0.0023808919758085763
馔	0.0023808919758085763
晒	0.0023808919758085763
瞥	0.0023808919758085763
瞿	0.0023808919758085763
轺	0.0023808919758085763
穰	0.0023808919758085763
旂	0.0023808919758085763
谤	0.0023808919758085763
鸂	0.0023808919758085763
翊	0.0023808919758085763
鶒	0.0023808919758085763
踯	0.0023808919758085763
鹘	0.0023808919758085763
皂	0.0023808919758085763
洄	0.0023808919758085763
氤	0.0023418609598117143
纬	0.0023418609598117143
缸	0.0023418609598117143
厅	0.0023418609598117143
簧	0.0023418609598117143
什	0.0023418609598117143
燎	0.0023418609598117143
导	0.0023418609598117143
峒	0.0023418609598117143
蜃	0.0023418609598117143
租	0.0023418609598117143
蚊	0.0023418609598117143
萌	0.0023418609598117143
骐	0.0023028299438148524
漉	0.0023028299438148524
牲	0.0023028299438148524
筌	0.0023028299438148524
瞰	0.0023028299438148524
逋	0.0023028299438148524
肢	0.0023028299438148524
砾	0.0023028299438148524
鹗	0.0023028299438148524
罥	0.0023028299438148524
崆	0.0023028299438148524
蓄	0.0023028299438148524
掬	0.0023028299438148524
嚼	0.0023028299438148524
逗	0.0023028299438148524
尖	0.0023028299438148524
枭	0.0023028299438148524
暧	0.0023028299438148524
醅	0.0023028299438148524
库	0.0023028299438148524
踌	0.0022637989278179904
斤	0.0022637989278179904
锥	0.0022637989278179904
徙	0.0022637989278179904
琪	0.0022637989278179904
毗	0.0022637989278179904
劣	0.0022637989278179904
姹	0.0022637989278179904
育	0.0022637989278179904
协	0.0022637989278179904
版	0.0022637989278179904
抗	0.0022637989278179904
濩	0.0022637989278179904
刷	0.0022637989278179904
闰	0.0022637989278179904
縠	0.0022637989278179904
矢	0.0022637989278179904
霆	0.0022247679118211285
滓	0.0022247679118211285
璞	0.0022247679118211285
趾	0.0022247679118211285
戮	0.0022247679118211285
撑	0.0022247679118211285
钝	0.0022247679118211285
债	0.0022247679118211285
蹀	0.0022247679118211285
屦	0.0022247679118211285
舅	0.0022247679118211285
箨	0.002185736895824267
霹	0.002185736895824267
邓	0.002185736895824267
庚	0.002185736895824267
酲	0.002185736895824267
坑	0.002185736895824267
愔	0.002185736895824267
副	0.002185736895824267
咄	0.002185736895824267
秣	0.002185736895824267
峣	0.002185736895824267
跪	0.002185736895824267
证	0.002185736895824267
谊	0.002146705879827405
蒨	0.002146705879827405
讽	0.002146705879827405
棣	0.002146705879827405
颊	0.002146705879827405
荇	0.002146705879827405
析	0.002146705879827405
琳	0.002146705879827405
晞	0.002146705879827405
貔	0.002146705879827405
晕	0.002146705879827405
泄	0.002146705879827405
沛	0.002146705879827405
鞋	0.002107674863830543
块	0.002107674863830543
