字	词频=出现次数*100/总字数
久	0.08157482343344138
怜	0.08141869936945394
至	0.08126257530546649
鱼	0.08118451327347277
泪	0.0811454822574759
唯	0.0809503271774916
忽	0.08091129616149473
浮	0.08075517209750728
车	0.0806380790495167
登	0.08056001701752298
通	0.08020873787355122
官	0.0796232726335983
景	0.07958424161760143
宿	0.0789987763776485
恩	0.07876459028166732
早	0.0784913731696893
传	0.0784913731696893
数	0.07810106300972068
听	0.07794493894573323
雁	0.07763269081775834
转	0.0773594737057803
女	0.07728141167378658
爱	0.07728141167378658
合	0.07720334964179285
真	0.07708625659380226
怀	0.0767349774498305
堪	0.07669594643383365
送	0.07665691541783679
陵	0.07618854322587444
散	0.07607145017788386
虚	0.07536889188994034
寂	0.07513470579395917
绝	0.0750956747779623
灵	0.07454924055400625
丹	0.07447117852201252
使	0.0742760234420282
园	0.0740808683620439
主	0.0739637753140533
病	0.07372958921807214
川	0.07345637210609411
堂	0.07322218601011293
恨	0.07306606194612549
疏	0.0729489688981349
萧	0.07287090686614119
吾	0.07267575178615687
舞	0.07263672077016001
帝	0.07251962772216942
寄	0.07240253467417884
窗	0.07146579029025416
州	0.07127063521026984
穷	0.07123160419427298
秦	0.07107548013028553
火	0.0699826116823734
节	0.06970939457039536
太	0.06955327050640792
昔	0.06951423949041105
觉	0.06928005339442989
死	0.06924102237843302
悠	0.06885071221846441
乱	0.06877265018647068
皆	0.0686555571384801
足	0.06842137104249892
兴	0.06842137104249892
兮	0.06838234002650206
手	0.06818718494651775
暗	0.0675236576745711
始	0.0673285025945868
亲	0.06725044056259306
待	0.0670162544666119
僧	0.06678206837063072
容	0.06674303735463386
霞	0.06662594430664327
带	0.06654788227464956
罗	0.06646982024265582
迟	0.06646982024265582
田	0.06639175821066211
珠	0.06611854109868406
往	0.06592338601869976
休	0.06584532398670603
阁	0.06561113789072487
第	0.06537695179474369
凉	0.06533792077874682
会	0.06510373468276566
晴	0.06490857960278135
信	0.0648695485867845
画	0.06459633147480645
兰	0.06436214537882529
剑	0.06428408334683156
湖	0.06412795928284411
度	0.06354249404289118
虽	0.0634254009949006
胜	0.06326927693091315
桃	0.06326927693091315
尚	0.06323024591491629
首	0.06315218388292257
燕	0.06307412185092884
辞	0.06295702880293826
隔	0.06291799778694139
隐	0.06280090473895081
逐	0.06268381169096023
识	0.06264478067496336
洞	0.0626057496589665
圣	0.06244962559497905
功	0.06244962559497905
征	0.06217640848300102
直	0.061669005275041815
群	0.06151288121105437
斜	0.06151288121105437
夫	0.0614738501950575
士	0.06139578816306378
亭	0.06104450901909202
移	0.06100547800309516
绕	0.060927415971101434
六	0.06084935393910771
含	0.06069322987512026
岸	0.060654198859123404
步	0.05991260955518302
谢	0.05991260955518302
儿	0.059873578539186165
愿	0.05979551650719244
伤	0.05963939244320499
徒	0.059483268379217545
贤	0.059483268379217545
杯	0.05940520634722382
欢	0.0593271443152301
令	0.05928811329923324
浪	0.058858772123267754
颜	0.05878071009127403
丝	0.05874167907527717
胡	0.058702648059280306
寺	0.058312337899311686
学	0.058195244851321104
争	0.058078151803330515
倚	0.05800008977133679
琴	0.05788299672334621
羽	0.05784396570734934
军	0.057414624531383865
结	0.057297531483393276
皇	0.05710237640340897
师	0.05694625233942152
卧	0.056907221323424656
拂	0.056790128275434074
解	0.056634004211446626
疑	0.05659497319544977
荒	0.056399818115465454
桂	0.05608756998749056
朱	0.0560485389714937
尔	0.0560485389714937
立	0.056009507955496834
眼	0.05565822881152508
殿	0.05565822881152508
横	0.055580166779531356
八	0.055580166779531356
郎	0.05554113576353449
镜	0.05542404271554391
贵	0.05542404271554391
用	0.05530694966755332
锦	0.05526791865155646
忧	0.05526791865155646
吴	0.054955670523581565
化	0.0549166395075847
食	0.0544092362996255
交	0.054214081219641184
啼	0.054214081219641184
飘	0.05413601918764747
便	0.05413601918764747
翻	0.0540969881716506
易	0.054057957155653744
塞	0.05397989512366002
乘	0.053667646995685124
迹	0.053667646995685124
命	0.053550553947694535
岩	0.05331636785171336
薄	0.053277336835716504
骑	0.05323830581971964
钟	0.05300411972373847
药	0.05292605769174474
定	0.052535747531776124
德	0.052535747531776124
异	0.052106406355810646
栖	0.0519502822918232
惜	0.05191125127582633
灯	0.051755127211838885
映	0.05155997213185458
臣	0.05152094111585771
力	0.051481910099860854
忘	0.051481910099860854
说	0.05144287908386399
劳	0.05136481705187027
求	0.05136481705187027
兵	0.05132578603587341
苔	0.05128675501987655
喜	0.05116966197188596
谷	0.051091599939892235
著	0.05089644485990793
洛	0.050818382827914205
弦	0.05023291758796127
杨	0.050037762507976966
猿	0.049920669459986376
及	0.04984260742799265
本	0.04972551438000207
音	0.049686483364005204
饮	0.04945229726802403
船	0.049257142188039726
遗	0.04906198710805541
念	0.048905863044067965
径	0.04886683202807111
斗	0.04859361491609308
教	0.04859361491609308
荣	0.04855458390009621
冷	0.04789105662814956
他	0.047852025612152696
由	0.04769590154816525
章	0.04765687053216839
暖	0.047617839516171524
细	0.047578808500174666
迎	0.047461715452184076
湘	0.04742268443618722
素	0.04742268443618722
即	0.04742268443618722
阙	0.047344622404193494
感	0.047227529356202905
稀	0.047188498340206046
折	0.0470323742762186
摇	0.0467201261482437
惟	0.0467201261482437
干	0.04668109513224684
条	0.04664206411624998
都	0.04652497106825939
极	0.04648594005226253
口	0.046446909036265666
贫	0.046446909036265666
偏	0.046446909036265666
魂	0.04632981598827508
侯	0.04629078497227822
低	0.046212722940284494
衰	0.04609562989229391
七	0.045900474812309605
面	0.04570531973232529
玄	0.04566628871632843
轩	0.04562725770033157
顾	0.045549195668337844
梁	0.045510164652340986
住	0.04547113363634412
桥	0.04543210262034726
眠	0.04496373042838492
渐	0.044768575348400605
引	0.044729544332403746
但	0.04461245128441316
息	0.04453438925241943
报	0.044495358236422575
鬓	0.04445632722042571
蓬	0.04441729620442885
良	0.044378265188431985
彩	0.04433923417243513
取	0.04430020315643826
掩	0.04383183096447592
元	0.04379279994847906
论	0.04367570690048847
鼓	0.04367570690048847
莲	0.043597644868494746
变	0.0434415208045073
缘	0.043324427756516716
战	0.043324427756516716
怅	0.04324636572452299
越	0.04316830369252927
片	0.04316830369252927
纷	0.04312927267653241
李	0.04312927267653241
美	0.043090241660535544
骨	0.04301217962854182
目	0.04297314861254496
武	0.042934117596548096
宁	0.042934117596548096
持	0.042817024548557514
想	0.042660900484570066
接	0.042660900484570066
频	0.0426218694685732
禅	0.0426218694685732
邻	0.04254380743657948
破	0.04246574540458575
帘	0.04246574540458575
暂	0.04238768337259203
倾	0.042309621340598305
悬	0.04227059032460145
宜	0.042114466260614
齐	0.042114466260614
守	0.04207543524461713
载	0.042036404228620275
叹	0.04195834219662655
礼	0.04188028016463283
傍	0.04160706305265479
鸡	0.041411907972670484
迷	0.04137287695667362
凝	0.04137287695667362
帆	0.041138690860692446
洲	0.04106062882869872
户	0.04106062882869872
冰	0.04094353578070814
枕	0.040904504764711275
莺	0.040865473748714416
宝	0.04082644273271755
罢	0.04070934968472697
失	0.04051419460474266
京	0.04028000850876149
盘	0.04028000850876149
佳	0.040240977492764625
土	0.04012388444477404
钓	0.04008485342877718
村	0.04008485342877718
虎	0.03992872936478973
泥	0.03988969834879287
采	0.03981163631679915
任	0.03973357428480542
许	0.03973357428480542
伴	0.03969454326880856
必	0.039616481236814834
张	0.039577450220817975
永	0.039577450220817975
俗	0.039577450220817975
眉	0.03930423310883994
昏	0.03930423310883994
御	0.039226171076846214
井	0.039226171076846214
沧	0.039226171076846214
沉	0.03903101599686191
梅	0.03891392294887132
精	0.03848458177290584
鸿	0.03848458177290584
内	0.03836748872491525
观	0.03832845770891839
郡	0.03828942669292153
岭	0.0382113646609278
沈	0.038055240596940355
字	0.038055240596940355
敢	0.038055240596940355
携	0.038055240596940355
浦	0.0380162095809435
根	0.037899116532952914
既	0.037508806372984295
诸	0.03746977535698743
幸	0.03743074434099057
狂	0.037391713324993706
床	0.03735268230899685
原	0.03731365129299998
肠	0.03731365129299998
收	0.03727462027700312
管	0.037157527229012534
急	0.037157527229012534
尊	0.037118496213015675
室	0.037118496213015675
冥	0.03696237214902823
壁	0.036767217069043914
夏	0.036728186053047056
指	0.03665012402105333
晨	0.036376906909075295
仍	0.036376906909075295
每	0.036337875893078436
渔	0.03625981386108471
理	0.03622078284508785
银	0.03618175182909099
称	0.036103689797097265
雄	0.0360646587811004
举	0.0360646587811004
蝉	0.03590853471711295
岳	0.03586950370111609
封	0.03583047268511923
全	0.03583047268511923
那	0.03579144166912237
藏	0.0357524106531255
茫	0.035713379637128645
冠	0.03567434862113178
吏	0.03563531760513492
周	0.03563531760513492
侵	0.03544016252515061
机	0.03544016252515061
众	0.03540113150915375
阶	0.035362100493156884
府	0.03528403846116316
繁	0.03528403846116316
积	0.035205976429169436
恐	0.035088883381178854
旌	0.035088883381178854
雾	0.034932759317191406
尺	0.03489372830119455
旗	0.03485469728519768
赏	0.03477663525320396
最	0.034698573221210234
兹	0.03458148017321965
性	0.03446438712522906
图	0.03438632509323534
遇	0.03419117001325103
比	0.03415213899725417
兼	0.03411310798125731
英	0.03395698391726986
殊	0.033878921885276136
形	0.033878921885276136
盛	0.033644735789294965
承	0.0336057047732981
竟	0.03348861172530752
惭	0.03348861172530752
况	0.03344958070931065
闭	0.03341054969331379
湿	0.03341054969331379
寥	0.03341054969331379
扬	0.033254425629326345
陈	0.033254425629326345
泛	0.03321539461332948
攀	0.03317636359733262
渡	0.03317636359733262
烛	0.033137332581335756
把	0.0330983015653389
哀	0.0330983015653389
被	0.03298120851734831
赋	0.03298120851734831
题	0.03294217750135145
句	0.032903146485354584
房	0.03282508445336086
危	0.032786053437364
销	0.032786053437364
种	0.03266896038937341
计	0.03259089835737969
昨	0.03255186734138283
角	0.032356712261398524
荷	0.032356712261398524
端	0.0322786502294048
凄	0.0322786502294048
笔	0.032239619213407934
宴	0.032200588197411076
怨	0.032200588197411076
喧	0.032200588197411076
苑	0.032083495149420486
消	0.031966402101429904
负	0.03192737108543304
点	0.031849309053439315
嗟	0.031849309053439315
涯	0.031810278037442456
孙	0.03177124702144559
翁	0.03177124702144559
郊	0.03177124702144559
绣	0.03173221600544873
业	0.03173221600544873
乌	0.03165415397345501
斋	0.03165415397345501
调	0.03165415397345501
舍	0.03149802990946756
列	0.031458998893470695
抱	0.03141996787747384
并	0.03138093686147697
丛	0.03130287482948325
没	0.03130287482948325
词	0.03130287482948325
泽	0.03126384381348639
鸾	0.03126384381348639
代	0.03118578178149266
桑	0.03118578178149266
轮	0.0311467507654958
纵	0.03110771974949894
凭	0.03106868873350208
催	0.03106868873350208
遍	0.03091256466951463
遂	0.03087353365351777
象	0.030795471621524045
粉	0.030756440605527183
势	0.03071740958953032
拜	0.030639347557536598
牛	0.030600316541539736
宵	0.030600316541539736
席	0.030561285525542874
凌	0.03052225450954601
惆	0.03048322349354915
蜀	0.030444192477552288
荆	0.030444192477552288
修	0.030366130445558564
走	0.030366130445558564
各	0.03028806841356484
屋	0.030210006381571116
参	0.030170975365574254
艳	0.030170975365574254
浅	0.030170975365574254
再	0.030131944349577392
瑶	0.03009291333358053
枯	0.03009291333358053
童	0.030014851301586806
咏	0.02985872723759936
志	0.029819696221602496
漏	0.029819696221602496
甘	0.02970260317361191
营	0.02966357215761505
旅	0.02946841707763074
禁	0.02946841707763074
馆	0.02946841707763074
绮	0.029351324029640153
肯	0.029351324029640153
赤	0.02931229301364329
丘	0.02931229301364329
潮	0.029195199965652705
奇	0.029195199965652705
雷	0.029195199965652705
驱	0.029156168949655843
偶	0.029156168949655843
津	0.029156168949655843
降	0.02911713793365898
访	0.02911713793365898
笼	0.029039075901665257
短	0.029000044885668395
筵	0.02892198285367467
盖	0.028843920821680948
烧	0.028804889805684086
放	0.028804889805684086
勤	0.02872682777369036
毛	0.0286877967576935
弄	0.028531672693706052
盈	0.028453610661712328
沾	0.028336517613721746
禽	0.028336517613721746
霄	0.028297486597724884
衔	0.02821942456573116
挂	0.028180393549734298
强	0.028102331517740574
披	0.02802426948574685
妆	0.027985238469749988
陌	0.027985238469749988
戎	0.027946207453753126
历	0.02782911440576254
投	0.02782911440576254
扫	0.027790083389765678
底	0.027751052373768816
炉	0.027751052373768816
塘	0.027712021357771954
妾	0.02759492830978137
滴	0.027516866277787645
昼	0.027516866277787645
钱	0.027477835261790783
琼	0.027477835261790783
赠	0.027477835261790783
漫	0.027477835261790783
史	0.02743880424579392
程	0.027360742213800197
涧	0.02720461814981275
诚	0.027126556117819025
壮	0.026892370021837853
菊	0.026892370021837853
巢	0.026736245957850405
荡	0.026736245957850405
辉	0.026736245957850405
灭	0.026697214941853543
背	0.02665818392585668
途	0.02661915290985982
潭	0.02661915290985982
宾	0.026580121893862958
棹	0.026541090877866096
襟	0.026502059861869234
迢	0.02646302884587237
俱	0.02642399782987551
借	0.026384966813878648
宅	0.0262288427498912
达	0.026072718685903752
□	0.025994656653910028
净	0.025955625637913166
利	0.02583853258992258
穿	0.02579950157392572
帐	0.025760470557928856
潜	0.025682408525935136
袖	0.025643377509938274
响	0.025643377509938274
奏	0.025604346493941412
献	0.025526284461947688
殷	0.025448222429953964
羡	0.025448222429953964
存	0.025409191413957102
源	0.025409191413957102
渚	0.025214036333972793
杀	0.025214036333972793
墙	0.02517500531797593
要	0.02517500531797593
差	0.02513597430197907
覆	0.02513597430197907
厌	0.02513597430197907
圆	0.025096943285982207
壶	0.025096943285982207
避	0.025096943285982207
斯	0.025057912269985345
拟	0.02497985023799162
养	0.02478469515800731
茅	0.02478469515800731
耕	0.02474566414201045
巴	0.024706633126013587
县	0.024667602110016725
市	0.024628571094019863
升	0.024628571094019863
屏	0.02455050906202614
广	0.02455050906202614
拥	0.024511478046029277
境	0.024511478046029277
寞	0.024472447030032415
牵	0.02435535398204183
卿	0.024316322966044968
旋	0.024316322966044968
院	0.024277291950048106
就	0.02419922991805438
呼	0.02419922991805438
奉	0.02419922991805438
弟	0.02416019890205752
恋	0.024121167886060658
唱	0.024082136870063796
服	0.024004074838070072
鸳	0.023926012806076348
杳	0.023926012806076348
澄	0.023926012806076348
幕	0.023886981790079486
法	0.023886981790079486
洒	0.023847950774082624
添	0.023691826710095176
驾	0.023691826710095176
愧	0.023652795694098314
属	0.023652795694098314
雕	0.023652795694098314
郭	0.023613764678101452
侍	0.02357473366210459
腰	0.02357473366210459
刀	0.02357473366210459
策	0.023457640614114005
漠	0.023457640614114005
嘉	0.02337957858212028
实	0.02334054756612342
萝	0.023301516550126557
弹	0.023262485534129695
受	0.02318442350213597
哭	0.02318442350213597
招	0.023106361470142247
檐	0.023106361470142247
密	0.023028299438148523
泣	0.023028299438148523
陶	0.022989268422151665
弃	0.02291120639015794
桐	0.02291120639015794
仰	0.02291120639015794
遣	0.02291120639015794
哉	0.02287217537416108
诏	0.02287217537416108
或	0.022833144358164217
奈	0.022755082326170493
庙	0.02271605131017363
尝	0.022598958262183045
浩	0.022559927246186183
嫌	0.022559927246186183
威	0.02248186521419246
义	0.022442834198195597
夷	0.022403803182198735
曙	0.022403803182198735
疾	0.022364772166201873
零	0.022364772166201873
阑	0.02232574115020501
耳	0.022208648102214425
杜	0.022208648102214425
儒	0.022169617086217563
冬	0.02209155505422384
翼	0.022052524038226978
省	0.02193543099023639
巾	0.02189639997423953
聊	0.02189639997423953
淮	0.02189639997423953
叠	0.021857368958242668
饥	0.021857368958242668
商	0.021857368958242668
限	0.021857368958242668
峡	0.021818337942245806
驰	0.021779306926248944
追	0.021740275910252082
怪	0.021662213878258358
宗	0.021662213878258358
丈	0.021662213878258358
试	0.021662213878258358
友	0.021623182862261496
篇	0.021584151846264634
寿	0.021545120830267772
妇	0.021545120830267772
歇	0.021545120830267772
杂	0.02150608981427091
停	0.02150608981427091
血	0.021428027782277186
倒	0.021428027782277186
昭	0.021388996766280324
严	0.021388996766280324
锁	0.021388996766280324
蒙	0.0213109347342866
羞	0.02127190371828974
洗	0.021193841686296015
陇	0.021193841686296015
坛	0.021154810670299153
迥	0.02111577965430229
鞭	0.02111577965430229
鳞	0.02107674863830543
系	0.02107674863830543
际	0.02107674863830543
娇	0.02107674863830543
庐	0.021037717622308567
笙	0.021037717622308567
丽	0.021037717622308567
驻	0.020998686606311705
瑞	0.02092062457431798
逸	0.02092062457431798
蝶	0.02092062457431798
畔	0.02092062457431798
秀	0.020842562542324257
苏	0.020803531526327395
浓	0.020764500510330533
扇	0.02072546949433367
鹿	0.02072546949433367
母	0.02072546949433367
延	0.02068643847833681
候	0.02068643847833681
韵	0.020608376446343085
裳	0.020608376446343085
窥	0.020608376446343085
醒	0.020569345430346223
除	0.020569345430346223
适	0.02053031441434936
辛	0.02053031441434936
彼	0.02053031441434936
侣	0.0204912833983525
伊	0.0204912833983525
岛	0.0204912833983525
趋	0.020452252382355637
布	0.020413221366358775
层	0.020374190350361913
埃	0.020374190350361913
簪	0.020296128318368193
话	0.02025709730237133
致	0.02025709730237133
柏	0.02021806628637447
阔	0.02021806628637447
涛	0.02021806628637447
雀	0.02021806628637447
鬼	0.02021806628637447
宇	0.020179035270377607
虫	0.020140004254380745
郁	0.020140004254380745
荐	0.020100973238383883
果	0.02002291120639016
富	0.02002291120639016
黑	0.019983880190393297
鼎	0.019944849174396435
忍	0.019944849174396435
谓	0.019944849174396435
止	0.019944849174396435
迁	0.019944849174396435
济	0.019905818158399573
羁	0.01982775612640585
佩	0.019788725110408988
劝	0.019749694094412126
甲	0.0196716320624184
驿	0.0196716320624184
睡	0.019593570030424678
刘	0.019593570030424678
冲	0.019515507998430954
推	0.019515507998430954
表	0.019476476982434092
政	0.019476476982434092
兄	0.019476476982434092
邑	0.01943744596643723
戍	0.01943744596643723
熟	0.019398414950440368
杖	0.019398414950440368
扶	0.019359383934443506
肃	0.01924229088645292
樵	0.019203259870456058
险	0.019203259870456058
乍	0.019203259870456058
集	0.019125197838462334
堤	0.019125197838462334
贱	0.01904713580646861
咽	0.01904713580646861
扉	0.01904713580646861
辰	0.018969073774474886
仪	0.018969073774474886
抛	0.018930042758478025
印	0.018930042758478025
改	0.0188519807264843
壑	0.01881294971048744
累	0.018773918694490577
买	0.018773918694490577
场	0.018734887678493715
委	0.018734887678493715
蒲	0.01865682564649999
固	0.018500701582512543
衡	0.01846167056651568
余	0.01846167056651568
尧	0.01846167056651568
读	0.01846167056651568
烦	0.018383608534521957
纤	0.018383608534521957
射	0.018383608534521957
奔	0.018344577518525095
姓	0.018344577518525095
鲜	0.018344577518525095
杏	0.018305546502528233
促	0.01826651548653137
展	0.01826651548653137
懒	0.01826651548653137
索	0.018188453454537647
霁	0.018188453454537647
切	0.018188453454537647
伏	0.018149422438540785
父	0.018149422438540785
瑟	0.018149422438540785
虏	0.018110391422543923
免	0.01807136040654706
笛	0.01807136040654706
环	0.0180323293905502
陪	0.0180323293905502
戈	0.0180323293905502
退	0.0180323293905502
汝	0.0180323293905502
芙	0.017993298374553338
酬	0.017954267358556476
摧	0.017954267358556476
佛	0.017954267358556476
祖	0.017915236342559614
崖	0.017915236342559614
恶	0.01787620532656275
铜	0.01783717431056589
网	0.01783717431056589
槛	0.01783717431056589
陆	0.01783717431056589
履	0.01783717431056589
造	0.017798143294569028
己	0.017798143294569028
腾	0.017798143294569028
顶	0.017798143294569028
寸	0.017759112278572166
酌	0.017759112278572166
进	0.017720081262575304
梧	0.01764201923058158
旷	0.017602988214584718
了	0.01756395719858786
炎	0.01756395719858786
裴	0.01756395719858786
皎	0.01756395719858786
钩	0.01756395719858786
裁	0.017524926182590998
暑	0.017485895166594136
符	0.017446864150597274
妙	0.017446864150597274
澹	0.01740783313460041
雅	0.01736880211860355
写	0.01736880211860355
支	0.01736880211860355
畏	0.017329771102606688
勿	0.017290740086609826
屈	0.017290740086609826
仁	0.017251709070612964
巫	0.017251709070612964
返	0.017212678054616102
宣	0.017212678054616102
袅	0.017134616022622378
座	0.017134616022622378
焚	0.017095585006625516
痕	0.017095585006625516
篱	0.017056553990628654
次	0.017056553990628654
托	0.017017522974631792
记	0.016939460942638068
蓉	0.016939460942638068
韩	0.016900429926641206
司	0.016900429926641206
甚	0.016900429926641206
脱	0.016861398910644344
晖	0.016861398910644344
堕	0.016822367894647482
芜	0.016822367894647482
弓	0.016822367894647482
味	0.01678333687865062
渭	0.01678333687865062
振	0.01674430586265376
贞	0.01674430586265376
亡	0.01674430586265376
阻	0.016705274846656896
请	0.016666243830660035
翩	0.016627212814663173
珍	0.01658818179866631
泊	0.01658818179866631
丰	0.01658818179866631
鹭	0.01658818179866631
姿	0.01654915078266945
赐	0.01654915078266945
羊	0.01654915078266945
柱	0.01654915078266945
箫	0.01654915078266945
益	0.016510119766672587
善	0.016471088750675725
曹	0.016471088750675725
律	0.016393026718682
觞	0.016393026718682
侧	0.01635399570268514
聚	0.016275933670691415
旦	0.016275933670691415
宠	0.016275933670691415
吐	0.016236902654694553
鸥	0.016236902654694553
蛾	0.016236902654694553
违	0.016236902654694553
磬	0.01619787163869769
岐	0.01619787163869769
龟	0.01619787163869769
换	0.01615884062270083
号	0.01615884062270083
灰	0.016119809606703967
箭	0.016080778590707105
唐	0.016041747574710243
犬	0.016041747574710243
绵	0.016041747574710243
乾	0.016041747574710243
芝	0.01600271655871338
茶	0.01596368554271652
朔	0.01596368554271652
孟	0.01596368554271652
踪	0.015924654526719657
宛	0.015924654526719657
压	0.015924654526719657
左	0.015924654526719657
伯	0.015846592494725933
