字	对应向量	训练样本数100
明	[-0.59193885 -0.35714972  0.44553134  0.3070196   0.61658615]
应	[ 1.9297823 -1.402582  -1.0418769  0.2729739 -1.7774098]
肃	[ 1.7501724  -0.8199856   0.35538468 -1.2144347   1.8787526 ]
聊	[ 0.1432658  -0.25437716  1.7392935  -0.609381   -0.67661   ]
添	[ 0.17226936  0.45523065 -0.51678807 -0.21003635 -0.01271951]
机	[-1.275037   -0.6500949   0.02153713 -1.2483951   1.3632162 ]
经	[ 0.8926125  -0.07296139  1.4900614   0.03902238 -1.062307  ]
酒	[ 1.5747598 -0.5736827  2.8163376 -0.894318   0.8038836]
炎	[ 0.3788318  -2.0272036   1.0918953  -0.37979183  1.2565882 ]
测	[ 0.42638665 -0.7370297  -1.3141819  -0.51178324 -1.9012014 ]
仗	[-1.1797295  -0.2609569  -1.1443888   0.93674123  0.84681594]
棹	[ 0.15006794 -1.7341512  -0.1943241  -0.47863302  0.18894517]
屈	[-0.22551312  0.5700302   0.7859422   1.5061469   0.24097058]
辰	[ 0.06874694  0.7672936   0.03881742 -0.65436006 -1.9645808 ]
尊	[ 1.0498785  1.3245044  0.1784319 -0.9664298 -2.0407362]
帷	[ 0.7752582  -0.4480812  -0.18402368  0.69859356 -1.534315  ]
制	[ 0.24316373  1.1151171  -0.0680545  -1.1213242   1.553632  ]
殊	[ 0.32785866  2.427243   -0.14716601 -0.45387506  0.44404864]
提	[-1.2788492   0.31905174 -0.5220951  -0.10084383  0.73381674]
瑞	[ 0.62816066  0.15287773  0.9603507  -1.4922818  -1.475015  ]
危	[-0.86087304 -1.3749638  -0.33321258  0.98322594  0.7588948 ]
象	[-4.5251572e-01 -5.8811647e-01 -8.2613528e-04 -9.4344324e-01
  1.7807998e-02]
尉	[-0.05775993  0.02053918  0.4382657  -1.2585737   0.57784927]
（	[ 0.50664353 -0.8040985   0.5974243  -1.4023037   1.2454278 ]
崇	[-0.33748096 -0.48006386 -0.07928699 -0.99273425  0.10363729]
和	[ 2.241431    0.02229631  0.08260895 -0.0199628   0.8867862 ]
嶂	[-0.5532446  -0.11721826 -0.23950969 -0.04385528 -1.3618426 ]
予	[-0.19258343 -0.9760742  -0.95518124 -2.0295138   1.3853892 ]
罩	[-0.6048631   0.31108814  0.44194385 -1.0030786   1.1732155 ]
百	[ 0.19137129 -0.6558006   0.8836262  -1.3415165  -0.2808197 ]
资	[-0.685048   -0.8073981  -0.29851532 -0.5684811   1.0735126 ]
鹿	[-1.4417669  -0.7649655   0.81283385 -0.14635989 -0.6680786 ]
主	[0.54443204 0.06235325 1.1182404  0.3613741  1.3991095 ]
雕	[-0.62048906  0.39803922  1.1093224  -0.4856944  -1.3233202 ]
相	[ 0.04382219 -0.40370518  1.2094972  -0.16279289  1.0148314 ]
